,Eur
8137,0.084
8138,0.084
8139,0.084
8140,0.084
8141,0.084
8142,0.084
8143,0.084
8144,0.084
8145,0.084
8146,0.084
8147,0.084
8148,0.084
8149,0.084
8150,0.084
8151,0.084
8152,0.084
8153,0.084
8154,0.084
8155,0.084
8156,0.084
8157,0.084
8158,0.084
8159,0.084
8160,0.084
8161,0.084
8162,0.084
8163,0.084
8164,0.084
8165,0.084
8166,0.084
8167,0.084
8168,0.084
8169,0.084
8170,0.084
8171,0.084
8172,0.084
8173,0.084
8174,0.084
8175,0.084
8176,0.084
8177,0.084
8178,0.084
8179,0.084
8180,0.084
8181,0.084
8182,0.084
8183,0.084
8184,0.084
8185,0.084
8186,0.084
8187,0.084
8188,0.084
8189,0.084
8190,0.084
8191,0.127
8192,0.127
8193,0.224
8194,0.224
8195,0.224
8196,0.224
8197,0.127
8198,0.127
8199,0.127
8200,0.127
8201,0.224
8202,0.224
8203,0.224
8204,0.224
8205,0.127
8206,0.127
8207,0.084
8208,0.084
8209,0.084
8210,0.084
8211,0.084
8212,0.084
8213,0.084
8214,0.127
8215,0.127
8216,0.224
8217,0.224
8218,0.224
8219,0.224
8220,0.127
8221,0.127
8222,0.127
8223,0.127
8224,0.224
8225,0.224
8226,0.224
8227,0.224
8228,0.127
8229,0.127
8230,0.084
8231,0.084
8232,0.084
8233,0.084
8234,0.084
8235,0.084
8236,0.084
8237,0.127
8238,0.127
8239,0.224
8240,0.224
8241,0.224
8242,0.224
8243,0.127
8244,0.127
8245,0.127
8246,0.127
8247,0.224
8248,0.224
8249,0.224
8250,0.224
8251,0.127
8252,0.127
8253,0.084
8254,0.084
8255,0.084
8256,0.084
8257,0.084
8258,0.084
8259,0.084
8260,0.127
8261,0.127
8262,0.224
8263,0.224
8264,0.224
8265,0.224
8266,0.127
8267,0.127
8268,0.127
8269,0.127
8270,0.224
8271,0.224
8272,0.224
8273,0.224
8274,0.127
8275,0.127
8276,0.084
8277,0.084
8278,0.084
8279,0.084
8280,0.084
8281,0.084
8282,0.084
8283,0.127
8284,0.127
8285,0.224
8286,0.224
8287,0.224
8288,0.224
8289,0.127
8290,0.127
8291,0.127
8292,0.127
8293,0.224
8294,0.224
8295,0.224
8296,0.224
8297,0.127
8298,0.127
8299,0.084
8300,0.084
8301,0.084
8302,0.084
8303,0.084
8304,0.084
8305,0.084
8306,0.084
8307,0.084
8308,0.084
8309,0.084
8310,0.084
8311,0.084
8312,0.084
8313,0.084
8314,0.084
8315,0.084
8316,0.084
8317,0.084
8318,0.084
8319,0.084
8320,0.084
8321,0.084
8322,0.084
8323,0.084
8324,0.084
8325,0.084
8326,0.084
8327,0.084
8328,0.084
8329,0.084
8330,0.084
8331,0.084
8332,0.084
8333,0.084
8334,0.084
8335,0.084
8336,0.084
8337,0.084
8338,0.084
8339,0.084
8340,0.084
8341,0.084
8342,0.084
8343,0.084
8344,0.084
8345,0.084
8346,0.084
8347,0.084
8348,0.084
8349,0.084
8350,0.084
8351,0.084
8352,0.084
8353,0.084
8354,0.084
8355,0.084
8356,0.084
8357,0.084
8358,0.127
8359,0.127
8360,0.224
8361,0.224
8362,0.224
8363,0.224
8364,0.127
8365,0.127
8366,0.127
8367,0.127
8368,0.224
8369,0.224
8370,0.224
8371,0.224
8372,0.127
8373,0.127
8374,0.084
8375,0.084
8376,0.084
8377,0.084
8378,0.084
8379,0.084
8380,0.084
8381,0.127
8382,0.127
8383,0.224
8384,0.224
8385,0.224
8386,0.224
8387,0.127
8388,0.127
8389,0.127
8390,0.127
8391,0.224
8392,0.224
8393,0.224
8394,0.224
8395,0.127
8396,0.127
8397,0.084
8398,0.084
8399,0.084
8400,0.084
8401,0.084
8402,0.084
8403,0.084
8404,0.127
8405,0.127
8406,0.224
8407,0.224
8408,0.224
8409,0.224
8410,0.127
8411,0.127
8412,0.127
8413,0.127
8414,0.224
8415,0.224
8416,0.224
8417,0.224
8418,0.127
8419,0.127
8420,0.084
8421,0.084
8422,0.084
8423,0.084
8424,0.084
8425,0.084
8426,0.084
8427,0.127
8428,0.127
8429,0.224
8430,0.224
8431,0.224
8432,0.224
8433,0.127
8434,0.127
8435,0.127
8436,0.127
8437,0.224
8438,0.224
8439,0.224
8440,0.224
8441,0.127
8442,0.127
8443,0.084
8444,0.084
8445,0.084
8446,0.084
8447,0.084
8448,0.084
8449,0.084
8450,0.127
8451,0.127
8452,0.224
8453,0.224
8454,0.224
8455,0.224
8456,0.127
8457,0.127
8458,0.127
8459,0.127
8460,0.224
8461,0.224
8462,0.224
8463,0.224
8464,0.127
8465,0.127
8466,0.084
8467,0.084
8468,0.084
8469,0.084
8470,0.084
8471,0.084
8472,0.084
8473,0.084
8474,0.084
8475,0.084
8476,0.084
8477,0.084
8478,0.084
8479,0.084
8480,0.084
8481,0.084
8482,0.084
8483,0.084
8484,0.084
8485,0.084
8486,0.084
8487,0.084
8488,0.084
8489,0.084
8490,0.084
8491,0.084
8492,0.084
8493,0.084
8494,0.084
8495,0.084
8496,0.084
8497,0.084
8498,0.084
8499,0.084
8500,0.084
8501,0.084
8502,0.084
8503,0.084
8504,0.084
8505,0.084
8506,0.084
8507,0.084
8508,0.084
8509,0.084
8510,0.084
8511,0.084
8512,0.084
8513,0.084
8514,0.084
8515,0.084
8516,0.084
8517,0.084
8518,0.084
8519,0.084
8520,0.084
8521,0.084
8522,0.084
8523,0.084
8524,0.084
8525,0.127
8526,0.127
8527,0.224
8528,0.224
8529,0.224
8530,0.224
8531,0.127
8532,0.127
8533,0.127
8534,0.127
8535,0.224
8536,0.224
8537,0.224
8538,0.224
8539,0.127
8540,0.127
8541,0.084
8542,0.084
8543,0.084
8544,0.084
8545,0.084
8546,0.084
8547,0.084
8548,0.127
8549,0.127
8550,0.224
8551,0.224
8552,0.224
8553,0.224
8554,0.127
8555,0.127
8556,0.127
8557,0.127
8558,0.224
8559,0.224
8560,0.224
8561,0.224
8562,0.127
8563,0.127
8564,0.084
8565,0.084
8566,0.084
8567,0.084
8568,0.084
8569,0.084
8570,0.084
8571,0.127
8572,0.127
8573,0.224
8574,0.224
8575,0.224
8576,0.224
8577,0.127
8578,0.127
8579,0.127
8580,0.127
8581,0.224
8582,0.224
8583,0.224
8584,0.224
8585,0.127
8586,0.127
8587,0.084
8588,0.084
8589,0.084
8590,0.084
8591,0.084
8592,0.084
8593,0.084
8594,0.127
8595,0.127
8596,0.224
8597,0.224
8598,0.224
8599,0.224
8600,0.127
8601,0.127
8602,0.127
8603,0.127
8604,0.224
8605,0.224
8606,0.224
8607,0.224
8608,0.127
8609,0.127
8610,0.084
8611,0.084
8612,0.084
8613,0.084
8614,0.084
8615,0.084
8616,0.084
8617,0.127
8618,0.127
8619,0.224
8620,0.224
8621,0.224
8622,0.224
8623,0.127
8624,0.127
8625,0.127
8626,0.127
8627,0.224
8628,0.224
8629,0.224
8630,0.224
8631,0.127
8632,0.127
8633,0.084
8634,0.084
8635,0.084
8636,0.084
8637,0.084
8638,0.084
8639,0.084
8640,0.084
8641,0.084
8642,0.084
8643,0.084
8644,0.084
8645,0.084
8646,0.084
8647,0.084
8648,0.084
8649,0.084
8650,0.084
8651,0.084
8652,0.084
8653,0.084
8654,0.084
8655,0.084
8656,0.084
8657,0.084
8658,0.084
8659,0.084
8660,0.084
8661,0.084
8662,0.084
8663,0.084
8664,0.084
8665,0.084
8666,0.084
8667,0.084
8668,0.084
8669,0.084
8670,0.084
8671,0.084
8672,0.084
8673,0.084
8674,0.084
8675,0.084
8676,0.084
8677,0.084
8678,0.084
8679,0.084
8680,0.084
8681,0.084
8682,0.084
8683,0.084
8684,0.084
8685,0.084
8686,0.084
8687,0.084
8688,0.084
8689,0.084
8690,0.084
8691,0.084
8692,0.127
8693,0.127
8694,0.224
8695,0.224
8696,0.224
8697,0.224
8698,0.127
8699,0.127
8700,0.127
8701,0.127
8702,0.224
8703,0.224
8704,0.224
8705,0.224
8706,0.127
8707,0.127
8708,0.084
8709,0.084
8710,0.084
8711,0.084
8712,0.084
8713,0.084
8714,0.084
8715,0.127
8716,0.127
8717,0.224
8718,0.224
8719,0.224
8720,0.224
8721,0.127
8722,0.127
8723,0.127
8724,0.127
8725,0.224
8726,0.224
8727,0.224
8728,0.224
8729,0.127
8730,0.127
8731,0.084
8732,0.084
8733,0.084
8734,0.084
8735,0.084
8736,0.084
8737,0.084
8738,0.127
8739,0.127
8740,0.224
8741,0.224
8742,0.224
8743,0.224
8744,0.127
8745,0.127
8746,0.127
8747,0.127
8748,0.224
8749,0.224
8750,0.224
8751,0.224
8752,0.127
8753,0.127
8754,0.084
8755,0.084
8756,0.084
8757,0.084
8758,0.084
8759,0.084
8760,0.084
8761,0.127
